id,SalePrice
1461,121776.17500183948
1462,171109.0819837439
1463,191184.00673290493
1464,204656.3372733679
1465,188485.00493814982
1466,163541.8884239967
1467,178458.01478920144
1468,163732.91439930617
1469,185557.50852626035
1470,120794.84967746938
1471,168231.71243043547
1472,96872.90520921811
1473,103900.0129216086
1474,146053.94221767265
1475,120252.63453234031
1476,365538.49401656963
1477,258146.22317094982
1478,302061.4556650541
1479,288829.9440235654
1480,553160.6384285665
1481,324467.2165366934
1482,212361.91160759222
1483,170950.9295311186
1484,167827.68061432694
1485,183045.3155740665
1486,188339.20870582078
1487,348808.54342490924
1488,227289.90702480642
1489,200966.92289971423
1490,240305.30677639114
1491,194923.82695401864
1492,87573.7993137154
1493,190881.8011362602
1494,279232.24154010403
1495,273713.0558753243
1496,237982.30068572814
1497,179265.00936692173
1498,186408.24400274624
1499,162279.50165796044
1500,155758.73190453398
1501,176132.75909445676
1502,147312.50380262005
1503,317514.02025276533
1504,244278.30871125965
1505,227163.38717225016
1506,184797.46118978874
1507,247509.73211862487
1508,201467.653867536
1509,147976.57799739394
1510,151133.98917463198
1511,170162.4587904694
1512,169599.40210219374
1513,144435.83062092314
1514,161120.12389792144
1515,196060.87301083124
1516,153475.9264432207
1517,162717.53361140424
1518,128991.07945964509
1519,220425.967122726
1520,127735.3380513904
1521,132110.05541411182
1522,170545.55963650183
1523,120528.64843862675
1524,115493.98631558407
1525,119735.29988546653
1526,111533.94517686722
1527,108412.57944345844
1528,124037.0651694646
1529,162117.948693909
1530,204521.74578046077
1531,132770.09996267225
1532,88017.52470656198
1533,146936.56714656754
1534,89042.48896675408
1535,147500.0227397518
1536,110046.26321137059
1537,67127.66163483268
1538,156773.2779352844
1539,203672.37203033664
1540,83319.51478181232
1541,141951.89289943248
1542,150429.69277063417
1543,173461.35960605348
1544,87501.79464326137
1545,120237.44080842176
1546,133893.3709390276
1547,136166.4420572419
1548,139331.14456805776
1549,121610.37719533427
1550,143227.17439109454
1551,109677.55514681737
1552,132256.60903527628
1553,134976.28610834858
1554,115419.27332550079
1555,159421.4549847856
1556,79345.83188062045
1557,123063.8574094852
1558,113033.60534171943
1559,100883.72873691517
1560,125636.01313730507
1561,134112.57189675115
1562,141689.65486475299
1563,121600.64065162695
1564,162403.92405614065
1565,149477.7875476827
1566,236229.40288562333
1567,79896.68194427641
1568,245088.12738318322
1569,130695.6010229145
1570,134718.6855522199
1571,106437.03262314343
1572,148990.46892319858
1573,241741.06518808554
1574,124471.42368369535
1575,241532.02119367616
1576,226635.43080335084
1577,186251.1904567436
1578,133935.87489571213
1579,142145.94633522857
1580,197073.35506797498
1581,150620.495445107
1582,123814.90746706435
1583,311671.21441033174
1584,223423.40904300034
1585,139355.88844546216
1586,83480.67644697902
1587,115043.67501377995
1588,156510.02668501568
1589,105686.60154908594
1590,130884.41559150956
1591,94750.49464712567
1592,121672.01329991575
1593,126318.53080255401
1594,138908.3318452388
1595,133879.51521928003
1596,214628.91891120473
1597,205199.19504480003
1598,222328.9300376543
1599,173179.15071310973
1600,162556.1696740205
1601,67976.40822357492
1602,117010.41242166827
1603,57875.010200843804
1604,264388.6939059762
1605,231764.3734938975
1606,160526.50278189703
1607,162759.8954250425
1608,226860.95630446816
1609,179347.48306127577
1610,152903.63650953362
1611,125787.96935306473
1612,172869.4274925794
1613,174735.9171787003
1614,123861.02294636647
1615,89389.83290946284
1616,76989.17797699818
1617,92230.08059619257
1618,137142.30829632774
1619,134785.02161665997
1620,179100.16495019555
1621,127099.62970558771
1622,147254.64692930164
1623,262858.3718399012
1624,194011.29303736828
1625,120221.90365756117
1626,178250.85539268944
1627,200182.90473118811
1628,277513.4733606501
1629,178774.10249306072
1630,385032.57752232306
1631,234506.76336337125
1632,252594.13032717523
1633,174327.8056877776
1634,190598.1969710934
1635,175031.48284052935
1636,150029.34020366173
1637,204042.50571952132
1638,176890.6345141634
1639,184447.3407351981
1640,243281.92121441965
1641,180235.13179895046
1642,247067.9727992089
1643,221314.4017175731
1644,236580.73836279308
1645,230802.51753788246
1646,169676.1985713027
1647,159723.9526414633
1648,126273.85992348738
1649,138544.53652449686
1650,124362.53484515696
1651,120199.1918394532
1652,97440.83572701078
1653,103365.36011619713
1654,144533.269405942
1655,140072.19663448105
1656,136577.2823421531
1657,148908.94028345286
1658,149299.94120279176
1659,135366.72492078025
1660,165092.79957761473
1661,455672.63117237086
1662,432360.8685821304
1663,406714.70715654903
1664,667397.633118511
1665,325293.09344184044
1666,319283.39464719297
1667,387371.0075575313
1668,364181.63165774883
1669,308429.41362940444
1670,367574.7043967793
1671,273607.8976452001
1672,457938.5910603245
1673,289488.70970840385
1674,246561.01952901774
1675,198028.56357669947
1676,196879.37920917346
1677,229512.93888023382
1678,474152.42682968854
1679,400049.03572775365
1680,353851.56337383535
1681,263166.8610558304
1682,313883.7338974033
1683,195189.30761549706
1684,170873.58188695204
1685,169678.15239395126
1686,171968.85101482618
1687,169990.69902351766
1688,187017.6526080505
1689,188875.60497062907
1690,194887.4129177516
1691,186045.73656902608
1692,247310.76333748602
1693,163914.76509747442
1694,186280.0672733635
1695,168611.90632512196
1696,279775.0653474414
1697,174100.38038276683
1698,356495.8614948708
1699,333747.63898166444
1700,264536.92110053776
1701,256053.00443048336
1702,257106.79770965295
1703,260034.53917456785
1704,272608.4330816328
1705,232249.52646355052
1706,251043.53724294272
1707,217983.54075808282
1708,211667.907832834
1709,279263.388947869
1710,224186.41865568896
1711,267780.79789074283
1712,268180.26122008875
1713,275477.99414899555
1714,224383.4737072776
1715,209308.81292731597
1716,179221.2651048759
1717,178902.91383144085
1718,137469.9942058648
1719,204058.36715612907
1720,246508.03581734066
1721,149394.4986480119
1722,119853.58108213302
1723,152921.0982105368
1724,223157.12381164395
1725,255328.2499307324
1726,182767.25667022576
1727,153505.44498665413
1728,165863.19352785905
1729,170619.84165133332
1730,155008.97700592
1731,114066.03013529962
1732,124923.16772554164
1733,113626.98644274633
1734,118108.73328947664
1735,113110.29674507269
1736,116209.65632793988
1737,333087.3998405998
1738,256876.20480351
1739,240991.82226869775
1740,237085.35563877693
1741,209554.97125950607
1742,171829.5952704407
1743,171166.58487316352
1744,353866.0599853131
1745,204856.90946175408
1746,203967.57197164794
1747,232566.9354362927
1748,227922.41592435402
1749,144180.20006886922
1750,126753.75873508409
1751,238098.14778626346
1752,118308.94772535318
1753,143492.0292806715
1754,215086.42246186448
1755,159441.77522568798
1756,128751.8172899914
1757,126017.14275722363
1758,137350.21124887335
1759,169795.19168274294
1760,166026.24535535902
1761,148222.31922677645
1762,173126.68292259323
1763,177306.68631137736
1764,115761.43671676697
1765,130104.520026756
1766,199294.93026727304
1767,226254.15371378747
1768,146632.48617041393
1769,171678.90751752869
1770,145158.81208514297
1771,121516.82147512326
1772,131703.21463262927
1773,131733.0203935054
1774,143078.89620291843
1775,147074.21516138906
1776,142063.01878370988
1777,107336.7881867631
1778,126934.33946218765
1779,125276.43999069565
